"Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SLC7A7",5.48472103661241e-139,2.87332127698747,0.651,0.102,1.24552530020431e-134
"EPB41L3",2.65144819933686e-106,2.86482358081226,0.516,0.081,6.02117371587407e-102
"CEBPB",2.35103423223118e-159,2.82727035157414,0.826,0.208,5.33896363797378e-155
"LMO2",3.93709751332284e-93,2.82298494675775,0.48,0.079,8.94075474300483e-89
"ETS2",2.90578446926085e-102,2.80145778695851,0.546,0.099,6.59874595124446e-98
"NPL",1.87689637658312e-63,2.78990787537755,0.326,0.05,4.2622439815826e-59
"NAMPT",5.63202260723156e-121,2.75660050781526,0.697,0.169,1.27897601387621e-116
"CSF3R",1.8665713313014e-54,2.75081490657806,0.293,0.047,4.23879683625235e-50
"CD86",3.13953778204928e-104,2.74957909216058,0.566,0.106,7.1295763492557e-100
"CST3",6.90441822029639e-208,2.73627247917609,0.984,0.228,1.56792433364711e-203
"SULT1A1",1.33250676518331e-50,2.73624837441917,0.303,0.057,3.02598961305478e-46
"IFI30",1.63723649192956e-194,2.70205984772869,0.984,0.339,3.71800034952283e-190
"RHOB",6.49434615793215e-115,2.69431481346043,0.658,0.142,1.47480106900481e-110
"CPPED1",3.37079789747642e-58,2.69355425505487,0.368,0.075,7.6547449453792e-54
"SIGLEC10",4.41041428302001e-72,2.693294195187,0.464,0.105,1.00156097953101e-67
"MS4A6A",1.15147144167455e-80,2.68954192125275,0.454,0.083,2.61487649689873e-76
"ARRB1",4.00060741686461e-88,2.67690396750732,0.52,0.103,9.08497938295785e-84
"P2RY13",3.65306343649476e-75,2.6760329108197,0.388,0.06,8.29574175793595e-71
"SIDT2",1.82184260732096e-86,2.6487132082746,0.533,0.116,4.13722237696517e-82
"CD302",1.22819169360492e-50,2.64308599570585,0.332,0.069,2.78910051700741e-46
"FCGRT",7.09172649891031e-91,2.63030140478965,0.582,0.139,1.61046017063754e-86
"SLC43A3",4.88376563494661e-56,2.62957754813597,0.362,0.075,1.10905433804003e-51
"RAB31",2.71888024697113e-127,2.62916938454569,0.678,0.127,6.17430515284674e-123
"LILRB1",1.70613814071986e-80,2.61659576039612,0.513,0.114,3.87446910376073e-76
"SORT1",2.15436824246945e-52,2.61598653564289,0.319,0.06,4.89235484182388e-48
"ABCA1",1.10138497537664e-54,2.60478333510404,0.342,0.067,2.5011351405828e-50
"P2RX7",7.47346114925158e-53,2.6021234890875,0.368,0.084,1.69714829238354e-48
"EPS8",2.70340554112177e-52,2.59366991227195,0.296,0.051,6.13916364333342e-48
"MPP1",9.8343699834962e-58,2.58545067187323,0.385,0.084,2.23328707955215e-53
"FGD4",3.15394495041113e-72,2.57704809473735,0.441,0.087,7.16229358788863e-68
"MGLL",2.12889679102389e-54,2.57654633964146,0.336,0.065,4.83451172273615e-50
"ZFHX3",3.0818397284456e-80,2.57453167504751,0.48,0.094,6.99854983932712e-76
"GNB4",2.01240946509333e-51,2.562964413205,0.312,0.058,4.56998065428045e-47
"PTAFR",2.64076073312532e-40,2.55526175733054,0.26,0.051,5.99690354885428e-36
"CREG1",1.89884408301956e-52,2.5543501569101,0.382,0.092,4.31208502812912e-48
"RNF130",2.96173422084861e-110,2.52996555154057,0.664,0.154,6.72580224212512e-106
"FAM26F",3.33209173188429e-63,2.52475267503716,0.438,0.101,7.56684711393604e-59
"BCAT1",6.0707468459486e-44,2.51033655545399,0.276,0.053,1.37860590124647e-39
"GAB2",7.02451853347477e-41,2.48182832891853,0.263,0.052,1.59519791376678e-36
"KCTD12",4.52895361711772e-116,2.46481082482712,0.664,0.13,1.02848007691126e-111
"RXRA",1.51221107870236e-100,2.449897310355,0.661,0.166,3.43408013862518e-96
"CPM",1.47891449060769e-57,2.4386383011342,0.408,0.094,3.35846691672101e-53
"TIMP1",3.06775669305381e-123,2.4365528726418,0.803,0.245,6.9665686742559e-119
"BLVRA",2.76487625288802e-55,2.42386883010421,0.398,0.092,6.27875748268341e-51
"FCER1G",3.31997461748618e-177,2.42343705752192,0.961,0.302,7.53933035884936e-173
"BCL2A1",5.05606356196622e-49,2.40378136901668,0.431,0.132,1.14818147428691e-44
"EVI5",3.20994578981571e-54,2.40374431832742,0.398,0.094,7.2894658940925e-50
"ACP2",3.36790410834537e-36,2.40181911263725,0.27,0.061,7.64817343964149e-32
"DUSP6",2.47135857251969e-147,2.38389829476986,0.888,0.282,5.61220818233497e-143
"KIAA1598",9.92468839118634e-44,2.37491420661182,0.309,0.067,2.25379748675451e-39
"ADRBK2",6.19518471844485e-81,2.37086054499544,0.559,0.134,1.40686449771164e-76
"STXBP2",3.21553034066445e-44,2.35385049773106,0.391,0.113,7.30214785061491e-40
"CNTLN",1.09679649539846e-42,2.35139538910958,0.316,0.073,2.49071516140036e-38
"DOK3",1.70642316544903e-88,2.34986570557845,0.599,0.139,3.8751163664182e-84
"CDKN1A",3.54973079460603e-54,2.33224660230405,0.438,0.116,8.06108366147083e-50
"TNFSF13B",4.07322862950563e-86,2.31820664419014,0.595,0.142,9.24989489474434e-82
"TYROBP",5.25351455113468e-194,2.31777979354987,0.99,0.324,1.19302061941717e-189
"DOCK5",2.09697990614645e-48,2.31771197024484,0.388,0.099,4.76203166886797e-44
"GAA",6.31755721403183e-48,2.30749418722417,0.355,0.082,1.43465406773449e-43
"FGD2",9.79302485555101e-83,2.30738784707937,0.589,0.144,2.22389801444708e-78
"IFNGR2",1.89000435563845e-110,2.30230798690978,0.737,0.192,4.29201089121935e-106
"BID",5.80762372799524e-66,2.30096563318306,0.536,0.154,1.31885327239044e-61
"WARS",5.26985214844915e-74,2.29694564229801,0.622,0.214,1.19673072439132e-69
"RGS12",2.51315973570611e-34,2.26037655111416,0.283,0.071,5.70713444381501e-30
"TYMP",1.50559165337731e-98,2.25137489862029,0.727,0.221,3.41904808565453e-94
"NPC2",9.28279265148163e-114,2.23845678764847,0.793,0.24,2.10802938322496e-109
"DENND5A",2.46327463517728e-31,2.23541671230753,0.25,0.06,5.59385036902408e-27
"IFITM3",7.25338941724563e-161,2.23310738347925,0.967,0.429,1.64717220276231e-156
"PLXDC2",9.2052880513214e-73,2.22472016208585,0.487,0.1,2.09042886357458e-68
"SCARB2",2.7870596387853e-70,2.22159742398558,0.559,0.157,6.32913373371754e-66
"CYFIP1",2.77524857072544e-53,2.21113870007662,0.434,0.114,6.3023119792604e-49
"CCDC88A",1.81878631199108e-121,2.2082777888208,0.809,0.224,4.13028183590055e-117
"FGL2",2.07498690557188e-115,2.19950989965817,0.816,0.269,4.71208776386318e-111
"UNC93B1",2.4813417280278e-55,2.19696969481843,0.444,0.113,5.63487893017832e-51
"BRI3",8.96504527967553e-107,2.19464264213535,0.77,0.241,2.03587213256152e-102
"CMKLR1",2.57799408207259e-31,2.19041311314844,0.283,0.077,5.85436676097864e-27
"ANPEP",5.89982996341829e-70,2.188659759003,0.408,0.069,1.33979238639266e-65
"MNDA",6.5663968897568e-63,2.18180001104364,0.47,0.111,1.49116306969487e-58
"CD83",1.09703925731677e-56,2.17084781467708,0.464,0.124,2.49126644944065e-52
"GRN",3.3886289306962e-122,2.1696735305246,0.865,0.319,7.69523743871799e-118
"CEBPD",1.96433205233214e-71,2.16140814846007,0.569,0.153,4.46080165764106e-67
"GNS",1.8465876535775e-101,2.15715371343669,0.76,0.251,4.19341590250914e-97
"PRKACA",2.43961469407618e-70,2.15540815114204,0.595,0.183,5.5401210087776e-66
"SCIMP",6.77828392034671e-67,2.15171296494707,0.52,0.13,1.53928049547153e-62
"SLC16A3",1.5365327977712e-40,2.15008406620294,0.388,0.115,3.48931233045862e-36
"NAGA",2.08381531688873e-45,2.14161270545128,0.391,0.105,4.73213620312262e-41
"KDM1B",1.67291368047206e-34,2.1373312445552,0.306,0.081,3.79901967698401e-30
"LY96",1.9165870774713e-32,2.13081459554772,0.296,0.08,4.35237759422957e-28
"NR4A1",2.13670667748102e-52,2.1162398709256,0.477,0.145,4.85224719389164e-48
"YBX3",2.74701741629149e-56,2.11396885009767,0.461,0.119,6.23820185065634e-52
"SOX4",8.51006532772766e-39,2.10966207589894,0.329,0.084,1.93255073527368e-34
"ARAP1",1.64236308623247e-51,2.10245152630687,0.474,0.144,3.72964233252531e-47
"NFKBIZ",3.00091286595675e-93,2.10005241517183,0.76,0.274,6.81477302730118e-89
"LYN",1.52330838973243e-129,2.09292719318234,0.895,0.335,3.45928102224338e-125
"TMEM176B",3.44099096252265e-34,2.0737748697795,0.296,0.077,7.81414637679269e-30
"SBF2",9.60506951098829e-42,2.06779799036506,0.372,0.099,2.18121523525033e-37
"BTK",1.42605869983816e-45,2.05231664531723,0.424,0.123,3.23843670146247e-41
"MTSS1",1.34973892338249e-77,2.04888293585089,0.671,0.225,3.06512212110931e-73
"C1orf162",2.33167403317269e-96,2.04126238415197,0.776,0.266,5.29499856193186e-92
"ENG",9.11936069787745e-28,2.0361212384682,0.266,0.075,2.07091562088099e-23
"IER3",1.60889274704003e-25,2.03007023362261,0.273,0.084,3.6536345392532e-21
"LGALS3BP",4.82522034370559e-36,2.01495616789135,0.391,0.132,1.0957592878521e-31
"C9orf72",2.81993156618335e-28,2.01458784368675,0.257,0.068,6.40378259364576e-24
"RBM47",3.37723390085888e-62,2.00932566192484,0.51,0.131,7.66936046546043e-58
"GSN",2.47923553013358e-39,2.00598270246934,0.418,0.142,5.63009596538034e-35
"LGALS3",5.66813048611076e-56,2.00448488074592,0.559,0.189,1.28717575209089e-51
"RASGEF1B",6.49097958377082e-37,1.99813439032281,0.368,0.111,1.47403655367852e-32
"CTSB",3.00639745022487e-116,1.99592772757067,0.895,0.373,6.82722796971567e-112
"JUP",3.36592572850335e-39,1.99429665962497,0.329,0.082,7.64368073685825e-35
"CCR1",2.3895309034088e-54,1.98169315003395,0.533,0.173,5.42638572855104e-50
"NINJ1",1.60036952424476e-34,1.97872795566506,0.355,0.109,3.63427915260742e-30
"TLR1",1.03846811038134e-38,1.97686222631678,0.382,0.114,2.35825723186499e-34
"RASSF4",2.18745286298776e-52,1.97074131468834,0.487,0.141,4.9674867065589e-48
"KIAA0930",4.25847498219524e-61,1.96937351628149,0.586,0.191,9.67057083706717e-57
"BCL6",3.0665373951819e-49,1.96609403073137,0.464,0.137,6.96379977071859e-45
"PAK1",2.09491273292662e-48,1.96074816951044,0.464,0.138,4.75733732520306e-44
"ACSL1",2.52467406543536e-38,1.95558795252963,0.388,0.118,5.73328233519717e-34
"GRINA",2.68980392650487e-58,1.9537933708364,0.579,0.203,6.1082757366999e-54
"ITGAX",6.6961717956522e-75,1.95218397498761,0.664,0.215,1.52063365307466e-70
"TBXAS1",4.21729799666939e-44,1.93601648180211,0.451,0.143,9.57706202063652e-40
"KYNU",1.25375279671225e-32,1.93281250408179,0.296,0.078,2.84714722605385e-28
"HEATR3",2.15779944760931e-27,1.92225951031058,0.26,0.07,4.90014676557598e-23
"FCGR3A",3.81050787500521e-107,1.91174539910932,0.859,0.3,8.65328233334934e-103
"GAS7",2.08751260914398e-38,1.9116696724985,0.391,0.118,4.74053238410506e-34
"LRRK2",9.98798198379991e-31,1.91084542207444,0.319,0.096,2.26817082870112e-26
"MFSD1",3.65044336978581e-53,1.90360848564844,0.543,0.187,8.2897918484466e-49
"LACTB",1.14060794784237e-31,1.89506849094988,0.359,0.116,2.59020658875524e-27
"C15orf39",4.49659349820517e-27,1.89318285007917,0.322,0.109,1.02113141750741e-22
"FAM49A",2.50308444538203e-46,1.89151732110466,0.5,0.171,5.68425446701804e-42
"VASP",3.51624919440079e-76,1.88966907411706,0.73,0.301,7.98505029556475e-72
"IFI27",3.44862684962583e-33,1.88888246143435,0.421,0.167,7.8314867128153e-29
"OAZ2",1.6916061464127e-51,1.87469030790995,0.559,0.203,3.84146839788859e-47
"RNASE6",4.71794733167498e-27,1.87189633557008,0.326,0.114,1.07139865955007e-22
"ZSWIM6",5.27470164410588e-32,1.86856685613569,0.345,0.108,1.19783199636e-27
"PPM1F",1.19014989026331e-25,1.86492892150835,0.306,0.102,2.70271138579894e-21
"GLUL",5.53481029825212e-75,1.86188188769745,0.727,0.281,1.25690007063007e-70
"FNIP2",5.90901355243741e-47,1.86095131523962,0.49,0.158,1.34187788762301e-42
"RGS2",1.07849370033141e-61,1.83972690851865,0.648,0.247,2.4491513440826e-57
"ASAH1",2.7664759854597e-73,1.8298533666058,0.717,0.289,6.28239031538044e-69
"CTSS",2.23277824825054e-150,1.82791848811024,0.977,0.555,5.07041612395215e-146
"CORO1C",4.21097530854304e-19,1.8116442919598,0.263,0.098,9.56270382817038e-15
"NAGK",1.49297268831591e-83,1.8114557328321,0.783,0.311,3.3903916778966e-79
"MARCH1",2.45328988607128e-80,1.81140920943494,0.724,0.214,5.57117600227928e-76
"EHBP1L1",3.1263747539356e-22,1.80854491214411,0.283,0.099,7.09968442871236e-18
"METRNL",1.53953607065e-43,1.80838296368219,0.487,0.166,3.49613246283908e-39
"SCPEP1",5.08097619233837e-28,1.80642624227581,0.276,0.077,1.15383888351812e-23
"HSPA1B",9.07458324602802e-22,1.79884188048842,0.283,0.1,2.0607471093405e-17
"LAIR1",3.36004468705958e-46,1.79440801570549,0.51,0.172,7.63032547984359e-42
"LIPA",2.81879776844692e-41,1.79396903473726,0.559,0.262,6.40120785236612e-37
"P2RX4",5.55104037439322e-26,1.7935888356645,0.336,0.12,1.26058575862096e-21
"PLAGL2",9.1476794084452e-19,1.78922136591469,0.27,0.104,2.07734651686382e-14
"HSPA1A",7.18250646485965e-59,1.78829664445485,0.671,0.28,1.63107539310498e-54
"ATP6V0A1",2.74829702902355e-19,1.77951488956443,0.253,0.089,6.24110772320958e-15
"CTNND1",9.43897364301902e-32,1.76030845492425,0.352,0.11,2.14349652459319e-27
"TKT",1.30659252686141e-65,1.76009959007306,0.701,0.292,2.96714096924957e-61
"LFNG",1.26430285649053e-27,1.75881931530286,0.391,0.16,2.87110535680433e-23
"ITPRIPL2",2.78441717882037e-33,1.75226965044873,0.391,0.131,6.32313297138317e-29
"BACH1",9.36261371740008e-36,1.75195594345974,0.444,0.16,2.12615594908438e-31
"PLOD3",1.07958660923862e-20,1.74465509413254,0.263,0.09,2.45163323091998e-16
"COLGALT1",2.52030804019973e-32,1.73924952288609,0.385,0.128,5.72336752848957e-28
"RELT",5.68906570415517e-26,1.73614394279754,0.299,0.096,1.2919299307566e-21
"PLEKHO2",7.3342023802835e-33,1.7312392319585,0.418,0.153,1.66552401853858e-28
"KIAA0513",5.85300979110696e-25,1.73117379515129,0.293,0.094,1.32915999346248e-20
"GPR137B",1.39071826982064e-22,1.72038808392408,0.27,0.087,3.1581821189357e-18
"DAB2",6.51764614661305e-31,1.71158912356411,0.414,0.158,1.48009226343436e-26
"SOD2",1.27686366155153e-52,1.70166879266265,0.671,0.315,2.89962968901737e-48
"SGK1",2.85333581563151e-32,1.70071242886123,0.342,0.101,6.47964030371759e-28
"AMPD2",8.46646758732432e-22,1.69773825419808,0.326,0.129,1.92265012440548e-17
"THEMIS2",5.94643336174674e-54,1.68750081902528,0.625,0.248,1.35037555211907e-49
"EHD4",1.86273327278168e-20,1.68560108382803,0.257,0.086,4.23008098915992e-16
"UNC119",3.35103242166433e-18,1.67899527419533,0.283,0.113,7.60985952635753e-14
"HLA-DRB5",1.34639601070628e-51,1.67762987711401,0.615,0.233,3.05753070071288e-47
"TRIB1",4.05936379485948e-22,1.66679980356409,0.289,0.101,9.21840924174638e-18
"HSBP1",3.41826998604019e-40,1.65957578981267,0.546,0.229,7.76254931129866e-36
"PSAP",1.83083961705386e-163,1.6593053026996,0.997,0.696,4.1576536863676e-159
"CSF2RB",1.19790502806125e-25,1.64615185086664,0.299,0.094,2.7203225282243e-21
"LY86",1.47783361409047e-25,1.6452206520213,0.316,0.105,3.35601235423806e-21
"PYCARD",1.40777221919634e-49,1.64190848476532,0.615,0.261,3.19690993257297e-45
"RALB",7.14538930164424e-27,1.6392563515493,0.362,0.131,1.62264645651039e-22
"PIK3AP1",8.37338330568677e-55,1.6326015143356,0.655,0.264,1.90151161488841e-50
"POU2F2",1.00464359879512e-98,1.62934292806765,0.914,0.456,2.28144514850384e-94
"GIMAP8",1.73313936660114e-31,1.62850802935052,0.454,0.182,3.93578618761453e-27
"COTL1",5.27057360731621e-96,1.62768439473148,0.888,0.493,1.19689456048544e-91
"APLP2",7.45770225649354e-68,1.62637751753608,0.747,0.333,1.69356960542712e-63
"DSE",1.03641960946642e-23,1.62632422829791,0.296,0.098,2.35360529113728e-19
"IFNGR1",4.62249122761588e-46,1.61732925662188,0.579,0.217,1.04972153287929e-41
"AP1S2",2.87406671186849e-53,1.61047645174665,0.674,0.285,6.52671809598215e-49
"LYL1",3.02608887461283e-24,1.60948412620002,0.329,0.117,6.87194522535828e-20
